Income,2016,2017
10000,0,0
31001,0,0
31001,23.2,0
33001,23.2,0
33001,46.4,24
35001,46.4,24
35001,69.6,48
37001,69.6,48
37001,92.8,72
39001,92.8,72
39001,136,96
43001,136,96
43001,136,116
47001,136,116
47001,136,136
51001,136,136
51001,136,156
60000,136,156
