Income,2016,2017
10000,0,0
31001,0,0
31001,25.6,0
33001,25.6,0
33001,51.2,24
35001,51.2,24
35001,76.8,48
37001,76.8,48
37001,102.4,72
39001,102.4,72
39001,150,96
43001,150,96
43001,150,116
47001,150,116
47001,150,136
51001,150,136
51001,150,156
60000,150,156
