Income,2016,2017
10000,0,0
25001,0,0
25001,23.2,0
27001,23.2,0
27001,46.4,24
29001,46.4,24
29001,69.6,48
31001,69.6,48
31001,92.8,72
33001,92.8,72
33001,136,96
37001,136,96
37001,136,116
41001,136,116
41001,136,136
45001,136,136
45001,136,156
60000,136,156
