Income,2016,2017
10000,0,0
28001,0,0
28001,25.6,0
30001,25.6,0
30001,51.2,12
32001,51.2,12
32001,76.8,24
34001,76.8,24
34001,102.4,36
36001,102.4,36
36001,150,48
40001,150,48
40001,150,58
44001,150,58
44001,150,68
48001,150,68
48001,150,78
60000,150,78
